appid,developers,publishers
1480740,Doubleton Game Studio,Doubleton Game Studio
363110,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
633940,"Shanghai ThinkingBear Network Technology Co.,Ltd","Shanghai ThinkingBear Network Technology Co.,Ltd"
744810,Mojiken,Toge Productions
1992520,G.A.,G.A.
1160220,Kaizen Game Works,"Fellow Traveller,Leoful"
1751320,LineArtBabe,DIG Publishing
1590660,Moonbit,Moonbit
402940,Darkelite Studio Inc,SA Industry
1205450,Snoozy Kazoo,Graffiti Games
886430,Chamomile Software,Chamomile Software
619890,Agar3s,Giant Fox Studios
1879130,Washignton Lopes,Washington Lopes
886460,Tad & Ice Productions,Tad & Ice Productions
1297230,CCS,CCS
473690,Sloclap,Devolver Digital
1715950,BrainVM Games,BrainVM Games
644580,ClickGames,ClickGames
1831950,Blake Pierce,Pierced Games
327960,DigitalWorldEntertainment,DigitalWorldEntertainment
456180,Samurai Punk,Samurai Punk
438790,Team Murder,Team Murder
1283450,shiftBacktick,shiftBacktick
1821960,Nibb Games,Nibb Games
377460,InterAction studios,InterAction studios
640720,"Lucid Sight, Inc.","Lucid Sight, Inc."
959020,Evistoria Games,Evistoria Games
728880,"Ghost Town Games Ltd.,Team17",Team17
1437940,Sweety Cute Studio,Sweety Cute Studio
505330,Punch Punk Games,Klabater
783770,"WipleGames Inc.,","WipleGames Inc.,"
1265090,蓝月虫,蓝月虫
372570,Spline Games,Akella
835490,Black Dragon Studio,Black Dragon Studio
595690,Jason Rohrer,Jason Rohrer
1434300,Lefkos Savvides,Lefkos Savvides
1418010,Spire Studio,Spire Studio
651280,Hallowraith,Caprizant Games
1984860,万神之王,万神之王
589640,AirWave Games,BindleBot
1079510,Decumanus Games,Decumanus Games
1106080,Triangle!,Kagura Games
1158370,Lince Works,Lince Works
1446480,MenZ Studio,MenZ Studio
2200,id Software,id Software
1678750,ENKA GAMES,ENKA GAMES
1811820,"Tero Lunkka,Valkeala Software,Blackthug",Tero Lunkka
260690,Darkling Room,THQ Nordic
1010380,Demir Leylek,Demir Leylek
1119680,Papas con Mojo Games,Papas con Mojo Games
537630,Barkers Crest Studio LLC,Barkers Crest Studio LLC
1586110,Beechtree Games,Beechtree Games
1553110,Titan Deep Space Company,Titan Deep Space Company
1289260,mmdw,mmdw
480500,Echoboom S.L.,Echoboom S.L.
684530,Brimstone,Brimstone
1641520,SFK Game Studio,SFK Game Studio
311820,Decane,Decane
1103290,Gear Worx Productions,Gear Worx Productions
466110,J.Bowman,J..Bowman
615400,Game Troopers,Game Troopers
544800,Sevenedge Interactive Media,Sevenedge Interactive Media
1981250,Date Ariane Games,Date Ariane Games
377720,Frontwing,Frontwing USA
1941840,Eastasiasoft Limited,Eastasiasoft Limited
537800,Runner Duck,Curve Games
1486800,Minimol Games,Minimol Games
868080,Golf Around Studio (Legacy),Golf Around Studio (Legacy)
491020,Absolutist Ltd.,Absolutist Ltd.
1100560,Sharksauce,Sharksauce
1610460,Milestone S.r.l.,Milestone S.r.l.
269670,Frogmind,Frogmind
1562740,"Cosmo Corner,coco3908",Cosmo Corner
1567580,"Jason Jackson, Justin Carranza, Jude Pierre, Evan Tomksy",Group Six Games
882620,SnagBox Studio,Roenko Games
1486080,MorpheusZ,MorpheusZ
563610,David Cseh,David Cseh
1267930,N-Fusion Interactive,Ziggurat
1715530,Phoenixxx Games,Phoenixxx Games
1639430,XP Liu,XP Liu
287980,Dinosaur Polo Club,Dinosaur Polo Club
1323610,Deadbolt Custom Works,Deadbolt Custom Works
1900070,Lot10Games,Lot10Games
608870,The Shady Gentlemen,The Shady Gentlemen
1874470,unknown,unknown
770360,"Know Such Luck, LLC","Know Such Luck, LLC"
348270,Nonadecimal Creative,Nonadecimal Creative
227940,TLM Partners,TLM Partners
1006430,Whiteshadow Games,Whiteshadow Games
261740,Sumom Games,Sumom Games
1240680,Hades Ultimate Fighting Ball,Hades Ultimate Fighting Ball
1222260,Pavel Gorev,Pavel Gorev
648750,Funforge,Funforge
1934630,unknown,unknown
261350,Iocaine Studios,Iocaine Studios
778630,0,0
1670070,hilovids,hilovids
418430,Miolhr Company,Miolhr Company
535410,RowlesCorp Studios,Self-Published
972960,CDIS Lab.,CDIS
383950,Alder Games,Legacy Games
916540,Thor Gaming,Thor Gaming
1927410,Northern Amusements,Northern Amusements
1113030,Tense Games,Tense Games
782290,Double Digit Games,Double Digit Games
1447540,Sinking Sheep,Sinking Sheep
383520,John Wizard,John Wizard
1335290,Dennkind,Dennkind
684840,Gory Gaming,Gory Gaming
747850,多极网络,心火游戏
253670,Aartform,Aartform
282440,id Software,Bethesda Softworks
314180,"CAVE Interactive CO.,LTD.",Komodo
627270,"NetherRealm Studios,QLOC",WB Games
1735400,firepillar2,firepillar2
666250,Sergey Shushunov,SA Industry
1076360,WINGLAY,WINGLAY
1709150,"Tony Rito,Sheen Wood",Tsar-Dev-Collective
16600,Redlynx,RedLynx Ltd.
559280,562 Interactive,562 Interactive LLC.
1144770,"Terri Vellmann,Doseone",Devolver Digital
518040,Great Boolean,Great Boolean
989340,Ruskija game experience,Tero Lunkka
871870,Avasion,Avasion
283430,Gremlin Interactive,Funbox Media Ltd
314730,"Johannes Rosenberg,Stefan Kraus,Timo Armbruster",BiteTheBytes GmbH
1295210,Blue panda Games,Blue panda Games
991560,Spike Chunsoft Co. Ltd.,BANDAI NAMCO Entertainment
1728560,橙光游戏,橙光游戏
640990,Kalmia8,MangaGamer
613100,Empyrean,"Frozen District,PlayWay S.A."
465010,"Chris Mahoney,Kenny Bier",Abstractron
1741520,beans rolls,beans rolls
393930,Blam! Games LLC,Blam! Games LLC
708190,Fewjix,Fewjix
975910,SEKTOR GAMES,SEKTOR GAMES
702180,ZO Studio Games,ZO Studio Games
682180,"Masterstrike,LadrikDev",Masterstrike
1963440,POSITION,Far East Studio
576690,none,none
985830,Madmind Studio,Madmind Studio
1665460,Konami Digital Entertainment,Konami Digital Entertainment
786180,EasyWays Team,EasyWays
768540,Arcupion Art,Arcupion Art
253150,Robotality,Chucklefish
1260170,((no-end-parens Studio,((no-end-parens Studio
822750,Ardoetia Productions,Ardoetia Productions
1576210,The Final Ricky Games Eric Walker,Eric Walker
654750,Arthur R Teles,unknown
223591,The Sims Studio,Electronic Arts
939790,Nifty Visuals,Nifty Productions
809270,Nurgo Software,Nurgo Software
1632330,White Knight,White Knight
801220,Free Reign Entertainment LLC,Free Reign Entertainment LLC
991750,NanningsGames,NanningsGames
763430,Fantahorn Studio,Vive Studios
722050,Josh Tam Universe,OtakuMaker SARL
1147500,橙光游戏,橙光游戏
1616070,Y.Kageyama,Y.Kageyama
1007210,PPC,PPC
46460,Nucleosys,Nucleosys
204530,Rocket Bear Games,Rocket Bear Games
955790,FinalBit,FinalBit
1780280,Ilmir Nasertdinov,Ilmir Nasertdinov
1030310,"Tin Man Games,Zero One Studio",Tin Man Games
1266480,"Tricol Co., Ltd.","Tricol Co., Ltd."
868500,Qrakhen,Qrakhen
1016790,Upstream Arcade,Raw Fury
1866220,JagoGames,JagoGames
1146360,Alex Peragine,2PIXELS Games
699790,Jérémy Pionnier,Gate Zero
617710,REX PEX GAMES,REX PEX GAMES
1234190,Konnichiwa Games,Konnichiwa Games
520370,OnionMilk,OnionMilk
470590,rkd.zone,rkd.zone
651340,Arc System Works,Arc System Works
930290,GROm Games,GROm Games
404050,Good Catch Games,"Green Man Gaming Publishing,Good Catch Games"
2005370,Interactive Pixel Entmt.,Interactive Pixel Entmt.
672650,DNT Games,DNT Games
1668260,unknown,unknown
1593620,DelayedGames,DelayedGames
1274640,Hoodust Enterprises,Hoodust Enterprises
1154290,Rambunny,Rambunny
640340,"Gungrounds (Macanga Games j.d.o.o.),Croteam",Devolver Digital
1819430,Dedware,Dedware
743420,Tigrido Inc,Tigrido Inc
1659490,Salt & Pixel LLC,Salt & Pixel LLC
510370,Avant Games,Avant Games
860400,Black Phoenix Studio,Black Phoenix Studio
1039360,Under the Stairs,Gearbox Publishing
1752600,Y-Square Games G.K.,Y-Square Games G.K.
907330,ShiinaYashiro,ShiinaYashiro
1800860,Feral Termite,Feral Termite Gaming LLC
443860,Vector Unit,Vector Unit
1153950,Mikołaj Spychał,Mikołaj Spychał
1303870,TheRagingMustang,TheRagingMustang
1023690,KOGADO STUDIO,Komodo
350600,PIXYUL,PIXYUL
1990260,LSP GAME,LSP GAME
1377920,Strategy First,Strategy First
1175330,Keyem Studio,Keyem Studio
1724020,"Atomic Fabrik,Cristian Manolachi","Atomic Fabrik,Cristian Manolachi"
2050140,Sim-plistic,Sim-plistic
1707740,CanisGames,CanisGames
1085150,Avelog,Avelog
1625790,Stas Paty9mkin,Piece Of Voxel
1499800,YAW Studios,YAW Studios
732060,Paper Pirates,Paper Pirates
1068490,Team Spikkeee,Team Spikkeee
1575290,Cindy Pondillo,Cindy Pondillo
702080,Great God,Great God
679430,DHTstudios LLC,DHTstudios LLC
1790810,SharkOPuffs Game Studios,SharkOPuffs Game Studios
1282040,PlayPath experiences,PlayPath experiences
1294680,Sonya Fung,CloudNovel LLC
1156360,Nhat Nguyen,Nhat Nguyen
1655430,Capstone Software,SNEG
1904410,Objectif 3D - game,Objectif 3D - game
1548270,Komacho,Komacho
1410850,SMU Guildhall,SMU Guildhall
1065020,Morphcat Games,Morphcat Games UG
1614340,Rukerama Studio,Rukerama Studio
402750,Code Horizon,Code Horizon
963370,tw1ZTER,tw1ZTER ENTERTAINMENT
359100,Toxic Games,Trapped Nerve Games
1961750,Braydon Hanson,Braydon Hanson
1313470,VGStudio,КиКо
1456250,"IGS Ghost,IGS Nate,IGS Kitty,IGS Redbarnacles,IGS Tater","Invisible Ghost Studios, LLC"
349950,m07games,m07games
338030,WisdomTools,WisdomTools
1840100,Frozen Dungeon,Frozen Dungeon
1512530,陈 世杰,陈 世杰
273580,Parallax,Interplay Inc.
1682410,"妖妖灵制作组,燃心游戏工作室",妖妖灵制作组
1024960,Pudding,Pudding
916580,Waifu Games,Waifu Games
1524470,StudioS,Eroge Japan
389670,R8 Games Ltd,R8 Games Ltd
671310,Metaverse,Metaverse
931250,Antonio Renna,Antonio Renna
555580,INSIDE SYSTEM,INSIDE SYSTEM
1479910,Digital Dream Labs,Digital Dream Labs
871230,White Rhino Games,White Rhino Games
971610,Chequered Ink Ltd.,Chequered Ink Ltd.
1769410,unknown,unknown
797710,ArticNet,Chorus Worldwide Games
867380,Maciej Targoni,Maciej Targoni
848450,Unknown Worlds Entertainment,Unknown Worlds Entertainment
1488230,unknown,unknown
1002210,LixiaoYao,LiXiaoYao
1470970,Potata Company,Potata Company
1669430,"Christian Ruiz,Christian Ruiz",Christian Ruiz
1045650,RewindApp,RewindApp
1894880,CodeRenderX,CodeRenderX
1103790,Lou Bagel,Lou Bagel
1035770,Suricate Software,Grey Alien Games
1662220,GLIM STUDIO,GLIM STUDIO
209690,Subatomic Studios LLC,Subatomic Studios LLC
506550,Headtrip Games llc,Headtrip Games llc
1176460,Colestia,Colestia
483970,Zach Tsiakalis-Brown,Zach Tsiakalis-Brown
1906660,Ícaro Soares,OnlyOneGames
556750,"River Twice Co., Ltd.","River Twice Co., Ltd."
388060,Team17 Digital Ltd,Team17 Digital Ltd
750520,"Squidpunch Studios,Vincent Ltd",Vincent Ltd
374410,Kittehface Software,Kittehface Software
1772750,橙光游戏,橙光游戏
1437050,indie_games_studio,indie_games_studio
560430,LucasArts,"Lucasfilm,Disney"
1609160,Romantic Room,Romantic Room
230840,Zombie Studios,Zombie Studios
1361490,Slapunas and Jakayaki,Slapunas and Jakayaki
1576600,"Matraquinha,Mens Sana Interactive",Mens Sana Interactive
305820,"ApathyWorks, LLC","ApathyWorks, LLC"
1757750,owlyboi,owlyboi
1538040,Wagner Rodrigues,Wagner Rodrigues
1175190,Qute,Rising Star Games
1810320,Hershul Games,Hershul Games
1262460,"DDDimanN,Romenics",DDDimanN
701460,baKno Games,baKno Games
747770,Shazard G Bansraj,Shazard G Bansraj
415900,Skelefactor,Skelefactor
547200,Rank17,Rank17
2009730,"Gleb Mirolyubov,Janina Brummer,Denis Stripling,Silke Weßelmann,Verena Ohm",Magic Pie
545110,IObit,IObit
359670,Warfare Studios,Warfare Studios
975220,S.A. DigiWorks,S.A. DigiWorks
1390740,"TheBoys,430Games",430Games
1342660,Subfrost Interactive AB,Subfrost Interactive AB
1111030,IR Studio,IR Studio
665300,Travis Miller,Travis Miller
1580780,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
205650,Frogwares,Frogwares
1032700,Ovilex Software,Ovilex Software
415090,"Daniel Gili,Joaquín Godoy,Emilio Martinez,Bruno Carro",Boxel Games
1398290,William dos Santos Emerich,William dos Santos Emerich
549180,The 3DO Company,2K
1355420,Oaky Games,Oaky Games
1057460,Dedbat Studios,Dedbat Studios
1333410,LUVI GAMES,LUVI GAMES
514200,Resi,MVA_Resi
1439970,Addictive 247 Games,Addictive 247 Games
1746530,Double Peach Productions,Little Black Book Entertainment
683670,"Maxwell Volz,David Zeiser",David Zeiser
1762390,XUZHOU GETAI TRADING CO. LTD,XUZHOU GETAI TRADING CO. LTD
70600,Team17 Digital Ltd,Team17 Digital Ltd
1516090,Chubby Pixel,Chubby Pixel Publishing
1218710,Jint Game,Jint Game
1854590,Sagered Games,Sagered Games
904890,no.rest,no.rest
1841630,Windforce,Windforce
587400,Zordix AB,Zordix AB
1131830,Electric Boogaloo Productions,Electric Boogaloo Productions
1316700,Taichi Games,Taichi Games
933830,Korion Games,Korion Games
1044340,"MojoTouch,Trilobyte Games",MojoTouch
965970,BIP Media,Plug In Digital
719180,Russell Meakim,Russell Meakim
1085750,Mova Games,Mova Game Publising
1202170,SQRT3,GameHouse
414580,Rail Slave Games,KPL
45400,Nemesys Games,Nemesys Games
915380,Emakestudio,Emakestudio
1930740,Happy Max,Happy Max
1743610,Mechanical Dragon Studios,Mechanical Dragon Studios
1472220,unknown,unknown
1832750,Alexandr Irza,Alexandr Irza
1208550,Daniel X Moore,Daniel X Moore
334300,"Beyond-Limits-Games,FCG",Budget Friendly Entertainment
1100880,Skjöld Game Studio,Skjöld Game Studio
525080,Eversim,Eversim
1209570,Jacwab,PixelPlant
854060,Tomas Daugela,Tomas Daugela
1726690,Galactic Games LLC,Galactic Games LLC
1786110,Scary Beasties,Scary Beasties
1186270,neon,Hiyori Inc.
1573800,The Provision Games,The Provision Games
353110,Shaman Games Studio,Shaman Games Studio
1363470,Maratus,Maratus
1322490,Paradox White Cat,Paradox White Cat
1611580,BitBros Inc,BitBros Inc
1397470,Thunderbox Entertainment,Thunderbox Entertainment
1606620,MegaSoft Games,MegaSoft Games
461560,Blind Sky Studios,Blind Sky Studios
1129230,Kamo Studio,Kamo Studio
544580,"MAGES. Inc.,5pb","MAGES. Inc.,5pb"
1917710,Riki Klein,Riki Klein
574140,Spicy Tails,Sekai Project
846830,Stephen Rogers,4th Wall Breakers
600200,Henrik Chukhran,Henrik Chukhran
217100,Memetic Games,Missing Link Games
1137320,"Screeps, LLC","Screeps, LLC"
1328780,EcrosoGames,EcrosoGames
1780620,利贝尔村夫,利贝尔村夫
1955330,Fractal Projects,Fractal Projects
1735240,"PixelBestStudio,SosiskaGames",SosiskaGames
809540,Doble Punch Games,Doble Punch Games
1290200,Graceless Games,Graceless Games
1530020,SLAMS Games,SLAMS Games
1963470,QianQi,QianQi
1522040,"日和おしん,hiyoriosin",日和おしん
1659470,Stas Paty9mkin,Piece Of Voxel
1234540,Silhouette Valley Games,Silhouette Valley Games
1113970,Tonguç Bodur,Tonguç Bodur
554600,Sleepy Duck,RIVER CROW STUDIO
828590,Pixelteriyaki,Pixelteriyaki
352070,Upper Class Walrus,Upper Class Walrus
517910,"Edwin Montgomery,Myshkin Entertainment",Myshkin Entertainment
1622030,Gestmorph Games,Gestmorph Games
1935370,Noxurtica,Noxurtica
2072020,SawaiwaGame,SawaiwaGame
3710,Rebellion,Rebellion
664510,Game Soup LLC,Game Soup LLC
1949780,Leonob,kovalevrme
1513700,NeuroDump,NeuroDump
597170,Doborog Games,Doborog Games
316620,Roencia,Roencia Game Creators
1709090,wow wow Games,wow wow Games
708140,Infinity Arc Studios,Infinity Arc Studios
952920,Yurae,PsychoFlux Entertainment
1620000,unknown,unknown
390680,Rotten Mage,Rotten Mage
1394720,Gnelf,Gnelf
1552600,Orchid of Redemption,Lamplight Forest
1448260,白玉京工作室,成都搜发互娱网络科技有限公司
1844550,DominiGames,DominiGames
1302180,Rabotiagi games,Rabotiagi games
979640,Halcyon Winds,Halcyon Winds
1143680,Dnovel,Dnovel
345710,Sinister,Sinister
1548920,UmbraLuminosa,UmbraLuminosa
652190,Shawn Hitchcock,Hitchcock Games
1094960,Bluelight Construct,Bluelight Construct
662690,Plaidman Games,Plaidman Games
897910,Buce Studios LLC,Buce Studios LLC
1435980,Dracula's Cave,Dracula's Cave
227180,Reverie World Studios,unknown
460540,James Mearman,www.dev-zoo.net
856170,Virtual Classic Studio,Virtual Classic Studio
1261040,Cheesecake Dev,Cheesecake Dev
1084570,Team Yume,Team Yume
1417880,Sky Machine Studios,"Blowfish Studios,Gamera Games"
1145590,Neiroanalitika,Neiroanalitika
1051960,Jollypunch Games,Jollypunch Games
514830,Gattai Games,Gattai Games
450120,Enlight Software Limited,"Enlight Software Limited,Retroism"
630240,Mad Head Games,Big Fish Games
1206180,Green Bug Games,Green Bug Games
34285,SEGA,SEGA
1170760,Ubisoft Paris Studio,Microids
556050,Bit Dragon,Bit Dragon
1551160,Battlefront,Slitherine Ltd.
965670,Black Train,Kagura Games
61700,Capybara Games,Ubisoft
1801890,PEDVAL,PEDVAL COMPANY
1742060,EI,EI
354240,Four Quarters,Forward Game Studios
1007820,Milan Toth,Milan Toth
729720,GameDevLab,GrabTheGames
501110,Ninja Whale Studios,Ninja Whale Studios
1951910,spook,Monitor Break
992000,AntonyStiv,AntonyStiv
758500,Going Loud Studios,Going Loud Studios
1237070,Camshaft Software Ltd,Camshaft Software Ltd
1694960,bhungry,bhungry
1955970,Dnovel,Studio2760
951640,"Tero Lunkka,Gangsta Studios,BlackThug",Tero Lunkka
379320,"COLNELIUS,Albin Bernhardsson",COLNELIUS
1129730,Lurid Spectre Games,Lurid Spectre Games
355150,unknown,unknown
726110,SquarePlay Games,SquarePlay Games
1994480,木秀于林,木秀于林
439740,Christ Laurenz Sambrano,Christ Laurenz Sambrano
665590,Vagabond Dog,Vagabond Dog
485690,"Far Mills,Mysterytag",RunServer
835530,langqi,langqi
1552760,taxicomics,BeanCanStudios
1212530,ZAPERART,ZAPERART
1646180,藤札,WASABI entertainment
1177130,Maciej Targoni,Maciej Targoni
386930,Blackthorn Media Inc,Blackthorn Media Inc
1487390,Action Square,Action Square
1831610,Fireball Studios,Fireball Studios
750850,Pinta Studios,Pinta Studios
1063520,Tony Floyd,Tony Floyd
383530,Displace Media,Displace Media
1876920,WHITE TIGER,WHITE TIGER
627890,Studio Nihilominus,Studio Nihilominus
255280,"Daedalic Entertainment,Irresponsible Games",Daedalic Entertainment
560050,Orange_Juice,Fruitbat Factory
1571040,Super funny game,Super funny game
1271580,IL YA,IL YA
874930,Winglett Entertainment,Winglett Entertainment
586140,Arc System Works,"H2 Interactive Co., Ltd."
963590,Pagan,Core Games
248190,Nifflas' Games,Ripstone
1731670,unknown,unknown
663290,WILLSH,WILLSH
799120,nextjen,nextjen
1677870,Beatshapers Ltd.,bitComposer Interactive GmbH
1218280,Forceight,Forceight
1304220,Labyrinthine,Big Black Bear
347600,Studio Forge Ltd,Studio Forge Ltd
978120,Matthew J. Pilz,linkedPIXEL LLC
726070,Sabrina Aridi,Sabrina Aridi
1543330,团购规划局,团购规划局
1664240,Ephiam,Ephiam
494050,Yheeky Games,Yheeky Games
867480,Pudding,Pudding
1098170,D'Avekki Studios Ltd,D'Avekki Studios Ltd
338120,HeroLabs,HeroLabs
1245360,Cryneba,Cryneba
1566350,ecoddr,Gotcha Gotcha Games
407620,Blob Games Studio,Blob Games Studio
1610960,One Face Studio,One Face Studio
1369770,DamonWall,DamonWall
1412640,"Cyborg Syndicate, LLC","Cyborg Syndicate, LLC"
1170120,Trevor Kellogg,Good Steward Games
1278350,Cole Chittim,Cole Chittim
919440,聖Rawrence,"聖Rawrence,RMAsia"
388210,Double Fine Productions,Double Fine Productions
1340570,Captain Games,Captain Games
574890,Tpot Studio,Tpot Studio
1787270,nrgcore.com,nrgcore.com
287370,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)"
287220,Alientrap,Alientrap
1920460,Skelhat,Skell Games
778580,Maelstrom Rabbit,Maelstrom Rabbit
1119600,Arclight Creations,Klabater
1428710,Actual Nerds,"Mastiff,Neverland Entertainement"
1554070,Rudiment Games,Rudiment Games
46520,"Octane Games,Meridian4",Meridian4
1061550,Binogure Studio,Binogure Studio
710960,"Storybird,Julien Rocca","Look At My Game,Plug In Digital"
1387400,WeGameIndie,Uisoftapp
433290,Haemimont Games,Haemimont Games
670410,ERMedia,Plug In Digital
486430,Olivier Archer,Olivier Archer
331460,HandMade Game,HandMade Game
46600,Dedication Games,Dedication Games
1486180,Jeremy Waltman,KINGSWORDS
1507410,Peaksel,Peaksel
919640,Eugen Systems,Eugen Systems
1752740,MintGirl,MintGirl
523880,"peakvox,O-TWO inc.",peakvox
2002790,UltimaMaxima,UltimaMaxima
412620,kChamp Games,kChamp Games
1080040,The Sixth Hammer,The Sixth Hammer
1076950,FreezeNova.Games,FreezeNova.Games
1473500,William at Oxford,William at Oxford
657790,First Games Interactive,First Games Interactive
501320,"Jongwoo Kim,Erica Lahaie,FX Bilodeau,Tanya Short",Kitfox Games
839350,Hanged Bunny Studio,Pentacle Technologie
648440,Level Evil,"Level Evil,Victory Road,Black Sun Game Publishing"
24420,"Bit Blot, LLC","Bit Blot, LLC"
1123500,"Whacky Squad Studio,10Loups Games",unknown
1151610,黑骑士工作室,冰狮游戏
1453010,Maick Paim,Pequi studios
705220,Camex Games,Camex Games
842510,Sergey Jakovlev,TAC Games
1360080,Sam Ghalili,Sam Ghalili
548130,Slothzilla Games,(none)
1614480,unknown,unknown
939240,Zeuta Caffe,Zeuta Caffe
1214200,橙光游戏,橙光游戏
456740,Freekstorm,Freekstorm
482210,River Studios,River Studios
201490,b-Alive,Kalypso Media Digital
1554840,Siactro,Siactro
911130,Ripknot Systems,Ripknot Systems
983280,Blender Games,Blender Games
714620,LillyWelland inc.,Bitlock Studio
1476220,JinCycle,JinCycle
1586230,MorkPuncher,MorkPuncher
1211360,BambuseaeGames,BambuseaeGames
1955440,Tenkai Games,Tenkai Games
1534050,Dissension Games,Dissension Games
378530,Aniode,Aniode
1053870,Sugoi Yellow,GrabTheGames
1221650,BBG Entertainment GmbH,BBG Entertainment GmbH
1502250,Spacebot Interactive,Spacebot Interactive
1655520,Sunlight Games,Sunlight Games
1639580,52.6 Productions,52.6 Productions
1228470,Volume Ltd.,Lloyd's Register Foundation
318220,Odin Game Studio,Excalibur Publishing
690630,Hayali,Hayali
1509710,PolarFantasyStudio,PolarFantasyStudio
1183160,RigidBody,RigidBody Tech LLC
974850,AECRNIA,AnelaGamesStudio
1092400,"Xihe Animation,JasminsSummer Project",Horo Games
905320,"Eidos-Montréal,Crystal Dynamics,Nixxes,Feral Interactive (Mac),Feral interactive (Linux)","Square Enix,Feral Interactive (Mac),Feral interactive (Linux)"
679640,magnussoft,magnussoft
1028730,MKSM Design LLC,MKSM Design LLC
964800,Bounding Box Software Inc.,Humble Games
1041330,TigerQiuQiu,TigerQiuQiu
491520,Linkus Studio,Linkus Studio
1522770,Svyatoslav Burobin,Svyatoslav Burobin
1716120,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
1434900,"Orgipix Prod,Ojoy Studios","Orgiflix Club,Orgipix Prod"
1198380,Active Gaming Media Inc.,"Active Gaming Media Inc.,Maple Whispering Co.,Ltd."
663530,Jonathan McCarthy,Flying Interactive
794490,Hyperion Studio Limited,Hyperion Studio Limited
37000,Ice-Pick Lodge,Ice-Pick Lodge
1187950,LoverGame Studio,LoverGame Studio
1661810,David Pierucci,PG Entertainment
22300,Bethesda Game Studios,Bethesda Softworks
453850,Lee Sang,Sometimes You
672240,SF,SF
372950,Professor Why,Professor Why
1006880,Blender Games,Blender Games
1117470,Imagine Fantasia,unknown
647650,"Clement Willay Games,ILIKESCIFI Games",Clickteam
840010,Bitten Toast Games Inc.,Bitten Toast Games Inc.
1269890,Starcade Arcade LLC,Starcade Arcade LLC
1345190,SHOKIZM INTERACTIVE,SHOKIZM INTERACTIVE
1441180,CyberCry Creators,CyberCry Creators
713450,"Zimventures, LLC","Zimventures, LLC"
23700,Infinite Interactive,Strategy First
400110,"Erik Svedäng,El Huervo / Niklas Åkerblad,Tobias Sjögren,Oscar Ratvader Rydelius,Johannes Gotlén",Erik Svedäng AB
1296650,e-FunSoft Games,HH-Games
1871510,Stanislaw Truchowski,TurnVex
1308250,Joshua Keith,Joshua Keith
1270080,Flying Beast Labs,"BadLand Publishing,Flying Beast Labs"
663370,Ploosh GmbH,Ploosh GmbH
923050,Blast Radius Game Studios,Indie
758530,"Jeff Nusz,Mindful Mammoth",Mindful Mammoth
1386790,Crimsonite Games,Crimsonite Games
766500,"Sergio Castillo,SergesChateau","Sergio Castillo,SergesChateau"
1506620,Cheesecake Dev,Cheesecake Dev
517010,Displacement Studios,Displacement Studios
36900,3000AD,3000AD
1516440,Framebar Studio,Framebar Studio
1753900,d7m,d7m
320520,Chocolate Liberation Front,Surprise Attack
242860,"M2H,Blackmill Games",M2H
805550,Kunos Simulazioni,505 Games
1443100,"Tom Brinton,Alex Morris,Nathan Thomson,Christian Walter",Beep Yeah!
996860,Jötunn Games,Jötunn Games
1103120,Frolic Labs,Frolic Labs
1623640,friendMaster2000,friendMaster2000
497400,2 Monkeys,Jetdogs Studios
1482730,Luci Entertainment,Luci Entertainment
1363850,"IMPOSSIBLE INC,Airem",Airem
211340,Hanako Games,Hanako Games
882150,Odisi Games,Odisi Games
1270280,NetHelpers Games,NetHelpers Games
1592930,Luci Entertainment,Luci Entertainment
668630,HL-Galgame,SakuraGame
525690,"Michael Long,Foolish Mortals Games",Foolish Mortals Games
740400,Roccat Games Studio,Roccat Games Studio
1379320,Redicion Studio,Redicion Studio
47000,Playrix Entertainment,Playrix Entertainment
999880,"Caltech/IPAC,NASA's Jet Propulsion Laboratory","Caltech/IPAC,NASA's Jet Propulsion Laboratory"
1655700,EVEV01,EVEV01
1533600,Games with Geebs,Games with Geebs
1575710,MyACG Studio,MyACG Studio
253690,Spearhead Games,Spearhead Games
673530,gameko-studio,gameko-studio
1035500,Ivan Pichugin,Ivan Pichugin
676420,Robert Wahler,Wahler Digital
956010,Abdullah Firat,Abdullah Firat
275670,Passtech Games,Focus Entertainment
418910,Very Simple Idea Studios,Very Simple Idea Studios
965960,Borisoft,Borisoft
1133780,Adrian Ubiorski,Adrian Ubiorski
1753930,unknown,unknown
755250,mibix,mibix
759740,Milestone S.r.l.,Milestone S.r.l.
1332280,Colyu,Colyu
1180380,Mobile Technologies LLC,Mobile Technologies LLC
41300,Nimbly Games,Nimbly Games
1388700,Foxydudestudios,Foxydudestudios
738610,Appliks Apps Studios,Appliks Apps Studios
2008240,Interactive Pixel Entmt.,Interactive Pixel Entmt.
1560860,DONGBOSS,DONGBOSS
1835490,PJMP,PJMP
1835580,Laush Dmitriy Sergeevich,Laush Studio
1218250,Dead Thread Games,Dead Thread Games
1761440,DONG GAMES,DONG GAMES
798480,Epikhin Maxim,Epikhin Maxim
823920,CSM,W.T.B.
905340,Le Cartel Studio,Devolver Digital
1799140,吉祥如意工作室,吉祥如意工作室
